0.258864754037206+0.*I	0.006
0.2640420491179501+0.*I	0.004
0.2693228901003091+0.*I	0.006
0.27470934790231527+0.*I	0.002
0.2802035348603616+0.*I	0.004
0.28580760555756884+0.*I	0.002
0.29152375766872024+0.*I	0.004
0.2973542328220946+0.*I	0.004
0.3033013174785365+0.*I	0.012
0.30936734382810727+0.*I	0.004
0.3155546907046694+0.*I	0.006
0.3218657845187628+0.*I	0.004
0.3283031002091381+0.*I	0.012
0.33486916221332086+0.*I	0.006
0.3415665454575873+0.*I	0.01
0.3483978763667391+0.*I	0.008
0.35536583389407383+0.*I	0.012
0.36247315057195534+0.*I	0.01
0.3697226135833945+0.*I	0.006
0.37711706585506233+0.*I	0.008
0.38465940717216357+0.*I	0.002
0.39235259531560684+0.*I	0.01
0.40019964722191903+0.*I	0.012
0.4082036401663574+0.*I	0.012
0.41636771296968456+0.*I	0.016
0.4246950672290783+0.*I	0.004
0.43318896857365985+0.*I	0.016
0.4418527479451331+0.*I	0.02
0.45068980290403576+0.*I	0.016
0.45970359896211643+0.*I	0.008
0.46889767094135876+0.*I	0.016
0.47827562436018595+0.*I	0.024
0.4878411368473896+0.*I	0.024
0.49759795958433745+0.*I	0.018
0.5075499187760243+0.*I	0.016
0.5177009171515448+0.*I	0.022
0.5280549354945756+0.*I	0.026
0.5386160342044672+0.*I	0.036
0.5493883548885566+0.*I	0.024
0.5603761219863278+0.*I	0.02
0.5715836444260544+0.*I	0.032
0.5830153173145755+0.*I	0.03
0.5946756236608669+0.*I	0.03
0.6065691361340843+0.*I	0.014
0.618700518856766+0.*I	0.028
0.6310745292339013+0.*I	0.026
0.6436960198185793+0.*I	0.038
0.6565699402149509+0.*I	0.036
0.6697013390192499+0.*I	0.05
0.6830953657996349+0.*I	0.042
0.6967572731156276+0.*I	0.04
0.7106924185779402+0.*I	0.05
0.724906266949499+0.*I	0.034
0.7394043922884891+0.*I	0.05
0.7541924801342588+0.*I	0.038
0.769276329736944+0.*I	0.062
0.784661856331683+0.*I	0.034
0.8003550934583166+0.*I	0.038
0.816362195327483+0.*I	0.036
0.8326894392340327+0.*I	0.038
0.8493432280187133+0.*I	0.05
0.8663300925790876+0.*I	0.042
0.8836566944306694+0.*I	0.06
0.901329828319283+0.*I	0.056
0.9193564248856686+0.*I	0.056
0.937743553383382+0.*I	0.042
0.9564984244510498+0.*I	0.066
0.9756283929400708+0.*I	0.058
0.9951409607988722+0.*I	0.06
1.0150437800148497+0.*I	0.046
1.0353446556151467+0.*I	0.07
1.0560515487274498+0.*I	0.068
1.0771725797019986+0.*I	0.068
1.0987160312960387+0.*I	0.072
1.1206903519219595+0.*I	0.058
1.1431041589603987+0.*I	0.066
1.1659662421396066+0.*I	0.078
1.1892855669823987+0.*I	0.094
1.2130712783220465+0.*I	0.086
1.2373327038884876+0.*I	0.074
1.2620793579662573+0.*I	0.082
1.2873209451255825+0.*I	0.08
1.313067364028094+0.*I	0.09
1.3393287113086558+0.*I	0.078
1.366115285534829+0.*I	0.122
1.3934375912455257+0.*I	0.102
1.4213063430704362+0.*I	0.09
1.449732469931845+0.*I	0.13
1.478727119330482+0.*I	0.1
1.5083016617170915+0.*I	0.128
1.5384676949514335+0.*I	0.132
1.5692370488504621+0.*I	0.124
1.6006217898274715+0.*I	0.128
1.632634225624021+0.*I	0.14
1.6652869101365013+0.*I	0.138
1.6985926483392315+0.*I	0.124
1.7325645013060162+0.*I	0.18
1.7672157913321367+0.*I	0.19
1.8025601071587793+0.*I	0.188
1.838611309301955+0.*I	0.158
1.875383535487994+0.*I	0.214
1.9128912061977539+0.*I	0.254
1.951149030321709+0.*I	0.214
1.9901720109281429+0.*I	0.222
2.029975451146706+0.*I	0.256
2.07057496016964+0.*I	0.23
2.111986459373033+0.*I	0.26
2.1542261885604934+0.*I	0.24
2.1973107123317033+0.*I	0.252
2.2412569265783375+0.*I	0.286
2.2860820651099045+0.*I	0.308
2.3318037064121024+0.*I	0.312
2.378439780540345+0.*I	0.356
2.4260085761511516+0.*I	0.33
2.474528747674175+0.*I	0.358
